review,rating,sentiment
나의 친애하는 적은 누굴까,1,negative
허지웅씨 책을 처음 읽는데 작가를 다시 보게 된 계기되네요,3,neutral
나의 친애하는 허지웅 작가,5,positive
재미없어,1,negative
가볍게 한 챕터씩 읽기 좋아요~~,3,neutral
나의 친애하는 적 기대됩니다.,5,positive
이쪽저쪽 치우침없이 솔직하게 써내려간 세상에 대한 어디에도 없는 지극히 개인적인 견해ㅡ,4,positive
세상을 향해 내는 목소리가 인상깊었습니다.,3,neutral
이런 책을 사는사람이 있다는게 신기할 따름,1,negative
"읽어갈수록, 글의 텐션이 떨어지는. . .@@
요즘 좀 산만하신듯.",3,neutral
흡입력이 장난 아니다. 단숨에 읽어버렸다.,5,positive
신해철 때문에 사야하나..,2,negative
허지웅씨! 평소 말하는 것이 넘 매력있어서 궁금해서 읽게 됐는데요. 정말 잘 읽었습니다^^,5,positive
영화얘기가 많아서 읽기가 힘들었어요. 봤어야 이해를 할텐데,2,negative
허지웅책 재밌는데 영화얘기가너무많음,3,neutral
재미는 있는데...기대만큼은 아니예요.,3,neutral
동아 기자 답다. 한국이 헬조선이니 이곳에서는 행복해질 권리가 없다. 이딴 게 글이냐?,1,negative
사건을 따라가다 보면 시간가는 줄 모릅니다,3,neutral
믿고보는 믿고읽는,5,positive
재미 없습니다,1,negative
통일에 대한 구체적 성찰의 필요성을 제기하는 책!,4,positive
부담없이 가볍게 읽을 수 있는 마음 다스림의 책.,3,neutral
주변 말에 휩쓸리지 않고 내 자신이 스스로 생각의 중심이 되는 것을 배울수있는 시간이되네요,5,positive
새롭거나 재밌지 않다. 진부한 말들뿐.,1,negative
잘 볼게요.,5,positive
제목과 목차가 좋아보여 구매했는데...내용이 정말 빈약해서 대단히 실망스러움,1,negative
"e북으로 보기에는 별로, 내용도 반은 불교서적",2,negative
생각했던거 만큼 마음이 편해지지는 않네요,3,neutral
지루하고 뻔해요,2,negative
내용이 좀 아쉽긴하지만 읽어볼만한 책,4,positive
제목에 낚임.,2,negative
내 마음을 괴롭히지 않고 느긋한 마음을 가질 수 있는 방법을 알려주는 책이라 기대됩니다.,5,positive
잘 읽었습니다.,2,negative
저에게 필요한 내용이었어요,4,positive
기대보다는 별 내용이 없네요.,3,neutral
넘치는 생각들로 고민하는 나에게 긍정적인 삶을 살수있는 따뜻한 조언들이 위로가 됩니다,5,positive
106가지 가르침을 읽다보면 타인의 시선에 너무 집착하지 않고 자신감을 가질수 있을듯해요,5,positive
신경쓰지 않는법에 대한 기대로 선택해봤어요,3,neutral
기대했던 정도는 아니지만 천천히 읽기에 부담은 없습니다. 일본의문화도 알수 있구요...,4,positive
내가 지금하고 있는 고민과 신경쓰는 마음이 무엇을 위하고 누구를 위한 것인지 생각해보게한다,5,positive
"생각보다 지루해서 일단 읽기 중단,",3,neutral
그동안 읽었던 비슷한 부류의 책들과 겹치는 내용이 좀 많네요.,3,neutral
내 주관을 가지고 남들에게 너무 좌지우지되지 말자,5,positive
잘 읽었습니다.,2,negative
번역 탓인가 예시 말투 마음에 안 든다,2,negative
새로울 것 없는 글들의 산만한 배치가 아쉽다.,2,negative
신경 쓰지 않는 연습 읽으며 마음을 다스려야 겠네요,3,neutral
새해 읽기 괜찮은 책이에요~~,3,neutral
이미 이런 내용은 많긴한데 ... 다시한번 읽어도 나쁘지 않을듯...,3,neutral
표현은 거창하고 내용은 알차지 않습니다.,2,negative
"정작으로 신경 쓸 경우와, 신경 쓰지 않을 것 사이를 구분해야겠네요.",3,neutral
"사십대 중반의 딸에게 선물했다
책을 읽고 많은 도움이 되어 중년의 시간들을 잘 보내기를.",3,neutral
공감대가 없다. 내가 더 늙으면 이해할려나.. 읽다포기,2,negative
재밌고 공감이 됩니다.,5,positive
"중년에 대한 통찰을 기대했으나, 깊이도 공감도 없는 글.어법에 맞지않는 번역도 한 몫.",3,neutral
공감되기보다는 본인의 고루한 편견을 강요하는느낌이 들어서 읽으면서 거부감이 느껴지네요,2,negative
제가 좋아하는 작가의 책입니다. 읽기 쉽고 공감이 많이 되는 책입니다.,5,positive
나도 이렇게 했어야,3,neutral
을의 발칙한 저항!,2,negative
기대해 봅니다..,5,positive
"기회주의자들.
소통 잘됬으면 탄핵 얘기가 나왔겠나?
그때 등 돌려놓고 이러나...",1,negative
자신의 생각을 늘 말하기로 정리한 노무현대통령의 말하기 원칙을 배워보고 싶어요,5,positive
기대되네요,3,neutral
도데체 덴마크는 어디로 갔는지...,1,negative
덴마크 가구디자인을 한번 볼 수 있는 것 같네요. 멋진 가구들이 많은것 같아요.,5,positive
인테리어 센스에 대해 몇가지 알게됩니다. 가볍게 잘 읽었습니다,3,neutral
나는 과연 첫 월급으로 무엇을샀었을까.기억이 안난다.하지만 다시 받는다면 의자를 살것이다,5,positive
인테리어에 대한 단순하지만 실천적인 내용들,4,positive
내 주변 공간을 아름답게 꾸며야 하는 이유를 알려주는 책. 가볍고 빨리 읽기 좋다.,3,neutral
결론 인테리어에 돈써라,3,neutral
조금 사대주의의 경향이..,2,negative
근거부족 비정확한 메세지,2,negative
"한번보기는좋은책인듯..
사서보기에는..글쎄",3,neutral
가격은 11000원. 다보는데 11분. 재미는 있지만 가격은 비싼.,1,negative
"직장인 공감지수 100퍼, 유쾌하게 읽히고 스트레스가 좀 풀리는 느낌!",3,neutral
재미있게 읽었습니다.,4,positive
짱 재미 나서 순식간에 완독했어요.,5,positive
"정말 처음부터 끝까지 제 얘기였어요.
공감도 되고 정말 재밌어요^^",5,positive
이걸 저돈주고 사기에 정말아깝다,1,negative
직접 구입한건 후회했지만 한번쯤 읽어봐도 괜찮지 않을까싶네요.,1,negative
"ㅋㅋ 어이가 없어서 빵터지고, 공감이 가서 빵터지고 ㅋㅋ 재미 有 의미 無, 가볍게 읽어요",3,neutral
핵심언어 핵심문제 핵심핵심 사이비 책 같음 미리보기내용만좋음 깊이없음 나중에버릴책,1,negative
출발은 좋았으나 갈수록 산으로 가는 느낌,3,neutral
아직도 부모를 이상화하는 저자의 안타깝고 무익한 강박적 재연과 그 시도.,1,negative
삶이 계속 같은 패턴으로 돌아가는 이유를 무의식에서 찾고자 트라우마 관련 공부를 시작했다.,3,neutral
좋았어요.,5,positive
세대에서 세대로 대물림되는 여러가지 심리적 정신적 양상들의 해결의 실마리를 제공.매우훌륭함,5,positive
사는게뭐라고?그러게..그게 뭐라고!,3,neutral
"100세 할머니 작가의 유쾌한 삶의 통찰을 기대했건만, 전혀 기대에 미치지 못했습니다.",1,negative
"나이들어간다는 것에 대해 우울해지는 요즘, 이책이 조금 위로를 해줄수있을지 기대를 해봅니다",5,positive
저한텐 읽기 좀 지루했던,3,neutral
많은 도움이 됐습니다~,5,positive
책 설명에 비해 실제 내용이 부실함,2,negative
제목에 끌려서구매한책이지만 그닥 많은공감은가지않는....! 책표지도 의아한^^;;;,3,neutral
가져다니면서 읽기좋아요..필요한부분만 찾아읽어도 좋아요,3,neutral
"많은 관계들, 것들에 지쳐있는 당신에게",3,neutral
음.. 실천하고있는것들이 책에 쓰여있어서....그닥..저한텐 필요한책이 아녔네요,2,negative
전참시에서 보고 구매했어요.,5,positive
작고 얇아요. 내용도 그다지.,2,negative
"좋은책이네요,안전한 배송해주셔서 감사드립니다.",5,positive
산 걸 후회하는 유일한 책,1,negative
요즘 유행하는 가벼운 에세이 느낌인데 소장하고 싶은 책은 아니었어요,3,neutral
일본극우. 절대 사지않고 읽지않기. 실천해본다.,1,negative
딱2개 읽다가 좀 어이없는 부분이 있어서 팔아버렸음.,2,negative
"가볍게 읽기 좋은 책 
인생의 깨달음을 알려주는 전형적인 에세이",3,neutral
저한텐 좀 안맞았던 내용이 많아서요 ㅠㅠ,1,negative
괜찮아요`,5,positive
너무 밀접한 것도 아닌 너무 먼 것도 아닌 적당한 거리가 편하다.,5,positive
앞뒤가 막힌듯한 느낌...감사는 마지막까지 우리와 함께하는 영혼의 고귀한 표현...,3,neutral
잘 봤어요,3,neutral
꼭 읽어보고 싶었던 책,4,positive
생각보다 잘 읽히지 않는 책,2,negative
간략하고 잘 읽히는 책,3,neutral
작고 간결하지만 내용이 딱히 공감은 가지않는다 괜히선물도했따,2,negative
살면서 한번쯤 생각해볼만한 내용이네요,5,positive
소노 아야코는 인종차별적인 발언과 야스쿠니 신사참배로 유명한 우익작가입니다.,1,negative
좋은 책이네요!,3,neutral
가볍고 작은 책,5,positive
특별하지도 않은 글을 쓰는 우익작가의 책을 굳이 이렇게 사서 봐야 하는 것일까...씁쓸하다,1,negative
표지와 제목이 마음에 들어서 샀어요 가볍게 마음 정리할때 읽기 좋습니다,5,positive
절대 가볍지 않은 책입니다. 좋았어요. 문득 생각나 다시 꺼낼 책.,4,positive
약간의 거리가 관계를 유지합니다.,5,positive
가볍게 읽기 좋고 몇가지 좋은 문장이 있는 책,3,neutral
책이 많다면 한번쯤 읽어 봐야 할 책,3,neutral
편안하게 읽기 좋은 책..,5,positive
책디렉터의 신선함을 엿볼 수 있으나 대부분 일본책이고 번역도 안된책도 많아  독서확장은 힘,2,negative
맞지만 참 쉽지 않은 일이다. 알지만 쉽게 할 수 없는 것이고.. 나에겐 참 쉽지 않다는!,3,neutral
잘 봤습니다,2,negative
잼나요,4,positive
아들을키우는입장이지만.많은 깨우침을얻을것이란 희망은 내상상.자기자신을포장하고아들을포장하는책,1,negative
가해자의 가족들이 어떻게 살아왔을지 새로운 시선으로 접근해 볼수 있어서 기대됩니다.,5,positive
읽는 내내 불편했던 책,3,neutral
"현실부정, 현실도피, 책임회피",1,negative
"추천으로 읽었는데
책이 너무 길어서 지루한 감도",3,neutral
잘 알고 있다고 생각하는 내 아이에 대해 다시 생각해 보게 됩니다.,3,neutral
읽기 쉽진 않았지만 읽어봐야할 책,5,positive
한번쯤은 읽어볼만한 책,4,positive
같이살인을저지른 에릭의엄마가읽읏연어떤책일까생각하게하는.그게올바른책의내용이엇을지,1,negative
책이 앏아요 깜짝놀랬어요ㅎ 그러나 내용은 길어요ㅎ,4,positive
인상적인제목.기대된다.,4,positive
잘 안읽어집니다.,2,negative
읽어보세요,2,negative
번역 너무합니다..  작품이 좋아서 읽었지 번역은 정말..,3,neutral
잘 읽긴 했는데 체코어>프랑스어>한국어 중역본인것은 마지막 옮긴이의 말에서 알았습니다.,3,neutral
"트럼프의, 미국과 세계의 정치질서를 바라보는 기본적인 시각을 확인해볼 수 있다.",5,positive
언론에 비친 트럼프가 아닌 진짜 트럼프를 이해하는 챋.그가 이끄는 위대한 미국이 기대된다,5,positive
책제목수준... 불구가 무슨뜻인지는 아는지,1,negative
2016년에 출간하면서 제목에 '불구'라는 표현을 쓰다니.....,3,neutral
MB의 747 공약과 비슷한듯 하기도 싶다는,3,neutral
불구가 된 트럼프 미국,1,negative
"계나는 호주에서 행복할 듯, 여기서 행복할수 없다면 아마 다른곳에서도 행복할수 없겠지",5,positive
한국이 싫은게 아니라 자신에 대해 잘 모르는 청춘인듯...,2,negative
호주생활할때 기억이 새록새록.,5,positive
잘 읽었습니다!,5,positive
전형적인 남성이 그리는 '워홀 떠난 여자',2,negative
한국의  단점을 조목조목 알려주는 책. 그런데 이민만이 정답은 아닌듯,3,neutral
"제목이 맘에 들어서 읽었는데, 짜임새와 내용이 허술한것 같아 많이 아쉽다..",1,negative
'한국이 싫어서?' 그럼 한국에서 떠나고 흔적도 남기지 말어. 모국도 엄마도 싫으면 말이다,1,negative
용기 있는 여주인공. 어디를 가나 고생은 한다. 한국이 낫다.,3,neutral
"해외에 사는 여자로서 지극히 현실적이어서 공감하며읽었지만, 그만큼 소설적 매력은 떨어지는책",3,neutral
읽기는 술술 읽어져요,3,neutral
"주인공의 상황은 충분히 납득되지만, 대안으로 선택한 호주행은 글쎄...",3,neutral
기대작입니다,3,neutral
이 책이 싫어서. 남의것 모조리 가져다 쓴. 겨우 몇명의. 그래서 편협한. 거짓사실.,1,negative
기대됩니다,5,positive
장강명 작가는 제 취향 아닌걸로..,3,neutral
우리 시대를 반영하고 있는 소설.,3,neutral
한국사회와 호주유학의 현실을 20대여성의 시니컬한 반말체로 여과없이 드러내는사이다같은소설,5,positive
"푸념, 자기 신세 한탄. 호주에서 조차 뚜렷한 인생을 찾지 못함. 어딜가나 똑같을 것임.",1,negative
공감되는 책입니다,5,positive
,4,positive
재밌네요,5,positive
한국이 싫어서....조심스럽지만 우리들 모두가 가지고 있는 생각을 끄집어내고 헤집는 문장들,3,neutral
